References,condition,Description,ID,Result,Policy ID,Rationale,command,Remediation,Reason,Title,Compliance,Rules
"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2013-3900,https://learn.microsoft.com/en-us/windows/win32/api/wintrust/nf-wintrust-winverifytrust",all,"This policy setting configures whether the WinVerifyTrust function performs strict Windows Authenticode signature verification for Portable Executable files (PE files). If enabled, PE files will be considered ""unsigned"" if Windows identifies content in them that does not conform to the Authenticode specification. The recommended state for this setting is: Enabled.",26174,failed,cis_win11_enterprise,"A remote code execution vulnerability exists in the way that the WinVerifyTrust function handles Windows Authenticode signature verification for portable executable (PE) files. For more information on this vulnerability, visit CVE-2013-3900 - Security Update Guide - Microsoft - WinVerifyTrust Signature Validation Vulnerability.",,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Certificate Padding Note: This Group Policy path does not exist by default. An additional Group Policy template (SecGuide.admx/adml) is required - it is available from Microsoft at this link.",,Ensure 'Enable Certificate Padding' is set to 'Enabled'.,"[{""key"":""cis"",""value"":""18.4.5""}]","[{""rule"":""r:HKLM\\SOFTWARE\\Microsoft\\Cryptography\\Wintrust\\Config"",""type"":""registry""},{""rule"":""r:HKLM\\SOFTWARE\\Microsoft\\Cryptography\\Wintrust\\Config -> EnableCertPaddingCheck"",""type"":""registry""},{""rule"":""r:HKLM\\SOFTWARE\\Microsoft\\Cryptography\\Wintrust\\Config -> EnableCertPaddingCheck -> 1"",""type"":""registry""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/override-mitigation-options-for-app-related-security-policies,all,Windows includes support for Structured Exception Handling Overwrite Protection (SEHOP). We recommend enabling this feature to improve the security profile of the computer. The recommended state for this setting is: Enabled.,26175,failed,cis_win11_enterprise,"This feature is designed to block exploits that use the Structured Exception Handler (SEH) overwrite technique. This protection mechanism is provided at run-time. Therefore, it helps protect applications regardless of whether they have been compiled with the latest improvements, such as the /SAFESEH option.",,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MS Security Guide\Enable Structured Exception Handling Overwrite Protection (SEHOP) Note: This Group Policy path does not exist by default. An additional Group Policy template (SecGuide.admx/adml) is required - it is available from Microsoft at this link. More information is available at MSKB 956607: How to enable Structured Exception Handling Overwrite Protection (SEHOP) in Windows operating systems.",,Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'.,"[{""key"":""cis"",""value"":""18.4.6""},{""key"":""cis_csc_v7"",""value"":""8.3""},{""key"":""cis_csc_v8"",""value"":""10.5""},{""key"":""nist_sp_800-53"",""value"":""SI-16""},{""key"":""pci_dss_v3.2.1"",""value"":""1.4""},{""key"":""soc_2"",""value"":""CC6.8""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Session Manager\\kernel"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Session Manager\\kernel -> DisableExceptionChainValidation"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Session Manager\\kernel -> DisableExceptionChainValidation -> 0"",""type"":""registry""}]"
https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-cifs/45170055-a0cd-4910-9228-801d5bf7ac84,all,"This setting determines which method NetBIOS over TCP/IP (NetBT) uses to register and resolve names. The available methods are: - The B-node (broadcast) method only uses broadcasts. - The P-node (point-to-point) method only uses name queries to a name server (WINS). - The M-node (mixed) method broadcasts first, then queries a name server (WINS) if broadcast failed. - The H-node (hybrid) method queries a name server (WINS) first, then broadcasts if the query failed. The recommended state for this setting is: Enabled: P-node (recommended) (point-to-point). Note: Resolution through LMHOSTS or DNS follows these methods. If the NodeType registry value is present, it overrides any DhcpNodeType registry value. If neither NodeType nor DhcpNodeType is present, the computer uses B-node (broadcast) if there are no WINS servers configured for the network, or H-node (hybrid) if there is at least one WINS server configured.",26176,failed,cis_win11_enterprise,"In order to help mitigate the risk of NetBIOS Name Service (NBT-NS) poisoning attacks, setting the node type to P-node (point-to-point) will prevent the system from sending out NetBIOS broadcasts.",,"To establish the recommended configuration via GP, set the following UI path to Enabled: P-node (recommended): Computer Configuration\Policies\Administrative Templates\MS Security Guide\NetBT NodeType configuration Note: This change does not take effect until the computer has been restarted. Note #2: This Group Policy path does not exist by default. An additional Group Policy template (SecGuide.admx/adml) is required - it is available from Microsoft at this link. Please note that this setting is only available in the Security baseline (FINAL) for Windows 10 v1903 and Windows Server v1903 (or newer) release of SecGuide.admx/adml, so if you previously downloaded this template, you may need to update it from a newer Microsoft baseline to get this new NetBT NodeType configuration setting.",,Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)'.,"[{""key"":""cis"",""value"":""18.4.7""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cis_csc_v8"",""value"":""4.1""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.6,CM.L2-3.4.7""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""nist_sp_800-53"",""value"":""CM-7(1),CM-9,SA-10""},{""key"":""pci_dss_v3.2.1"",""value"":""11.5,2.2""},{""key"":""pci_dss_v4.0"",""value"":""1.1.1,1.2.1,1.2.6,1.2.7,1.5.1,2.1.1,2.2.1""},{""key"":""soc_2"",""value"":""CC7.1,CC8.1""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\NetBT\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\NetBT\\Parameters -> NodeType"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\NetBT\\Parameters -> NodeType -> 2"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055,all,"IP source routing is a mechanism that allows the sender to determine the IP route that a datagram should follow through the network. The recommended state for this setting is: Enabled: Highest protection, source routing is completely disabled.",26179,failed,cis_win11_enterprise,An attacker could use source routed packets to obscure their identity and location. Source routing allows a computer that sends a packet to specify the route that the packet takes.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: Highest protection, source routing is completely disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (DisableIPSourceRouting IPv6) IP source routing protection level Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,"Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level is set to 'Enabled: Highest protection, source routing is completely disabled'.","[{""key"":""cis"",""value"":""18.5.2""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip6\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip6\\Parameters -> DisableIPSourceRouting"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip6\\Parameters -> DisableIPSourceRouting -> 2"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055,all,"IP source routing is a mechanism that allows the sender to determine the IP route that a datagram should take through the network. It is recommended to configure this setting to Not Defined for enterprise environments and to Highest Protection for high security environments to completely disable source routing. The recommended state for this setting is: Enabled: Highest protection, source routing is completely disabled.",26180,failed,cis_win11_enterprise,An attacker could use source routed packets to obscure their identity and location. Source routing allows a computer that sends a packet to specify the route that the packet takes.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: Highest protection, source routing is completely disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (DisableIPSourceRouting) IP source routing protection level Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,"Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level ' is set to 'Enabled: Highest protection, source routing is completely disabled'.","[{""key"":""cis"",""value"":""18.5.3""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> DisableIPSourceRouting"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> DisableIPSourceRouting -> 2"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,"When you dial a phonebook or VPN entry in Dial-Up Networking, you can use the ""Save Password"" option so that your Dial-Up Networking password is cached and you will not need to enter it on successive dial attempts. For security, administrators may want to prevent users from caching passwords. The recommended state for this setting is: Enabled.",26181,failed,cis_win11_enterprise,An attacker who steals a mobile user's computer could automatically connect to the organization's network if the Save This Password check box is selected for the dial-up or VPN networking entry used to connect to your organization's network.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(DisableSavePassword) Prevent the dial-up password from being saved Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,Ensure 'MSS: (DisableSavePassword) Prevent the dial-up password from being saved' is set to 'Enabled'.,"[{""key"":""cis"",""value"":""18.5.4""},{""key"":""cis_csc_v7"",""value"":""5.1""},{""key"":""cis_csc_v8"",""value"":""4.1""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.6,CM.L2-3.4.7""},{""key"":""iso_27001-2013"",""value"":""A.14.2.5,A.8.1.3""},{""key"":""nist_sp_800-53"",""value"":""CM-7(1),CM-9,SA-10""},{""key"":""pci_dss_v3.2.1"",""value"":""11.5,2.2""},{""key"":""pci_dss_v4.0"",""value"":""1.1.1,1.2.1,1.2.6,1.2.7,1.5.1,2.1.1,2.2.1""},{""key"":""soc_2"",""value"":""CC7.1,CC8.1""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\RasMan\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\RasMan\\Parameters -> DisableSavePassword"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\RasMan\\Parameters -> DisableSavePassword -> 1"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,Internet Control Message Protocol (ICMP) redirects cause the IPv4 stack to plumb host routes. These routes override the Open Shortest Path First (OSPF) generated routes. The recommended state for this setting is: Disabled.,26182,failed,cis_win11_enterprise,This behavior is expected. The problem is that the 10 minute time-out period for the ICMP redirect-plumbed routes temporarily creates a network situation in which traffic will no longer be routed properly for the affected host. Ignoring such ICMP redirects will limit the system's exposure to attacks that will impact its ability to participate on the network.,,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled'.,"[{""key"":""cis"",""value"":""18.5.5""},{""key"":""cis_csc_v8"",""value"":""4.1,4.8""},{""key"":""cmmc_v2.0"",""value"":""AC.L1-3.1.1,AC.L1-3.1.2,CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.6,CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6""},{""key"":""nist_sp_800-53"",""value"":""CM-7(1),CM-9,SA-10""},{""key"":""pci_dss_v3.2.1"",""value"":""1.1.6,1.2.1,11.5,2.2,2.2.2,2.2.5""},{""key"":""pci_dss_v4.0"",""value"":""1.1.1,1.2.1,1.2.5,1.2.6,1.2.7,1.5.1,2.1.1,2.2.1,2.2.4,6.4.1""},{""key"":""soc_2"",""value"":""CC6.3,CC6.6,CC7.1,CC8.1""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> EnableICMPRedirect"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> EnableICMPRedirect -> 0"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,"This value controls how often TCP attempts to verify that an idle connection is still intact by sending a keep-alive packet. If the remote computer is still reachable, it acknowledges the keep-alive packet. The recommended state for this setting is: Enabled: 300,000 or 5 minutes.",26183,failed,cis_win11_enterprise,An attacker who is able to connect to network applications could establish numerous connections to cause a DoS condition.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 300,000 or 5 minutes: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,"Ensure 'MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds' is set to 'Enabled: 300,000 or 5 minutes'.","[{""key"":""cis"",""value"":""18.5.6""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> KeepAliveTime"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> KeepAliveTime -> 300000"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,"This setting is used to enable or disable the Internet Router Discovery Protocol (IRDP), which allows the system to detect and configure default gateway addresses automatically as described in RFC 1256 on a per-interface basis. The recommended state for this setting is: Disabled.",26185,failed,cis_win11_enterprise,An attacker who has gained control of a computer on the same network segment could configure a computer on the network to impersonate a router. Other computers with IRDP enabled would then attempt to route their traffic through the already compromised computer.,,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses' is set to 'Disabled'.,"[{""key"":""cis"",""value"":""18.5.8""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cis_csc_v8"",""value"":""4.8""},{""key"":""cmmc_v2.0"",""value"":""CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""pci_dss_v3.2.1"",""value"":""1.1.6,1.2.1,2.2.2,2.2.5""},{""key"":""pci_dss_v4.0"",""value"":""1.2.5,2.2.4,6.4.1""},{""key"":""soc_2"",""value"":""CC6.3,CC6.6""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> PerformRouterDiscovery"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> PerformRouterDiscovery -> 0"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.,26188,failed,cis_win11_enterprise,A malicious user could exhaust a target computer's resources if it never sent any acknowledgment messages for data that was transmitted by the target computer.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 3: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'.,"[{""key"":""cis"",""value"":""18.5.11""},{""key"":""cis_csc_v7"",""value"":""11.1""},{""key"":""cis_csc_v8"",""value"":""4.2""},{""key"":""cmmc_v2.0"",""value"":""CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.3,CM.L2-3.4.6,CM.L2-3.4.7,SC.L2-3.13.6""},{""key"":""nist_sp_800-53"",""value"":""AC-18(1),AC-18(3),CM-2,CM-6,CM-7,CM-7(1),CM-9""},{""key"":""pci_dss_v3.2.1"",""value"":""1.1.1,1.2.2""},{""key"":""pci_dss_v4.0"",""value"":""1.1.1,1.2.1,1.2.6,1.2.7,1.4.2,1.5.1,2.1.1,2.2.1""},{""key"":""soc_2"",""value"":""CC5.2""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\TCPIP6\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\TCPIP6\\Parameters -> TcpMaxDataRetransmissions"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\TCPIP6\\Parameters -> TcpMaxDataRetransmissions -> 3"",""type"":""registry""}]"
https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-mss-settings/ba-p/701055,all,This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.,26189,failed,cis_win11_enterprise,A malicious user could exhaust a target computer's resources if it never sent any acknowledgment messages for data that was transmitted by the target computer.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: 3: Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is available from this TechNet blog post: The MSS settings - Microsoft Security Guidance blog.",,Ensure 'MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'.,"[{""key"":""cis"",""value"":""18.5.12""},{""key"":""cis_csc_v7"",""value"":""11.1""},{""key"":""cis_csc_v8"",""value"":""4.2""},{""key"":""cmmc_v2.0"",""value"":""CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.3,CM.L2-3.4.6,CM.L2-3.4.7,SC.L2-3.13.6""},{""key"":""nist_sp_800-53"",""value"":""AC-18(1),AC-18(3),CM-2,CM-6,CM-7,CM-7(1),CM-9""},{""key"":""pci_dss_v3.2.1"",""value"":""1.1.1,1.2.2""},{""key"":""pci_dss_v4.0"",""value"":""1.1.1,1.2.1,1.2.6,1.2.7,1.4.2,1.5.1,2.1.1,2.2.1""},{""key"":""soc_2"",""value"":""CC5.2""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> TcpMaxDataRetransmissions"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Services\\Tcpip\\Parameters -> TcpMaxDataRetransmissions -> 3"",""type"":""registry""}]"
https://learn.microsoft.com/en-us/windows-server/networking/dns/doh-client-support,all,"This setting determines if DNS over HTTPS (DoH) is used by the system. DNS over HTTPS (DoH) is a protocol for performing remote Domain Name System (DNS) resolution over the Hypertext Transfer Protocol Secure (HTTPS). For additional information on DNS over HTTPS (DoH), visit: Secure DNS Client over HTTPS (DoH) on Windows Server 2022 | Microsoft Docs. The recommended state for this setting is: Enabled: Allow DoH. Configuring this setting to Enabled: Require DoH also conforms to the benchmark.",26191,failed,cis_win11_enterprise,DNS over HTTPS (DoH) helps protect against DNS spoofing. Spoofing makes a transmission appear to come from a user other than the user who performed the action. It can also help prevent man-in-the-middle (MitM) attacks because the session in-between is encrypted.,,"To establish the recommended configuration via GP, set the following UI path to Enabled: Allow DoH (configuring to Enabled: Require DoH also conforms to the benchmark): Computer Configuration\Policies\Administrative Templates\Network\DNS Client\Configure DNS over HTTPS (DoH) name resolution Note: This Group Policy path is provided by the Group Policy template DnsClient.admx/adml that is included with the Microsoft Windows 11 Release 21H2 Administrative Templates (or newer).",,Ensure 'Configure DNS over HTTPS (DoH) name resolution' is set to 'Enabled: Allow DoH' or higher.,"[{""key"":""cis"",""value"":""18.6.4.1""},{""key"":""cis_csc_v7"",""value"":""14.4""},{""key"":""cis_csc_v8"",""value"":""3.10""},{""key"":""cmmc_v2.0"",""value"":""AC.L2-3.1.13,AC.L2-3.1.17,IA.L2-3.5.10,SC.L2-3.13.11,SC.L2-3.13.15,SC.L2-3.13.8""},{""key"":""hipaa"",""value"":""164.312(a)(2)(iv),164.312(e)(1),164.312(e)(2)(i),164.312(e)(2)(ii)""},{""key"":""iso_27001-2013"",""value"":""A.10.1.1,A.13.1.1""},{""key"":""nist_sp_800-53"",""value"":""AC-17(2),SC-8,SC-8(1)""},{""key"":""pci_dss_v3.2.1"",""value"":""2.1.1,4.1,4.1.1,8.2.1""},{""key"":""pci_dss_v4.0"",""value"":""2.2.7,4.1.1,4.2.1,4.2.1.2,4.2.2,8.3.2""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient -> DoHPolicy"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient -> DoHPolicy -> r:^2$|^3$"",""type"":""registry""}]"
https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-llmnrp/02b1d227-d7a2-4026-9fd6-27ea5651fe85,all,"LLMNR is a secondary name resolution protocol. With LLMNR, queries are sent using multicast over a local network link on a single subnet from a client computer to another client computer on the same subnet that also has LLMNR enabled. LLMNR does not require a DNS server or DNS client configuration, and provides name resolution in scenarios in which conventional DNS name resolution is not possible. The recommended state for this setting is: Enabled.",26193,failed,cis_win11_enterprise,"An attacker can listen on a network for these LLMNR (UDP/5355) or NBT-NS (UDP/137) broadcasts and respond to them, tricking the host into thinking that it knows the location of the requested system. Note: To completely mitigate local name resolution poisoning, in addition to this setting, the properties of each installed NIC should also be set to Disable NetBIOS over TCP/IP (on the WINS tab in the NIC properties). Unfortunately, there is no global setting to achieve this that automatically applies to all NICs - it is a per-NIC setting that varies with different NIC hardware installations.",,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Network\DNS Client\Turn off multicast name resolution Note: This Group Policy path may not exist by default. It is provided by the Group Policy template DnsClient.admx/adml that is included with the Microsoft Windows 8.0 & Server 2012 (non-R2) Administrative Templates (or newer).",,Ensure 'Turn off multicast name resolution' is set to 'Enabled'.,"[{""key"":""cis"",""value"":""18.6.4.3""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cis_csc_v8"",""value"":""4.8""},{""key"":""cmmc_v2.0"",""value"":""CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""pci_dss_v3.2.1"",""value"":""1.1.6,1.2.1,2.2.2,2.2.5""},{""key"":""pci_dss_v4.0"",""value"":""1.2.5,2.2.4,6.4.1""},{""key"":""soc_2"",""value"":""CC6.3,CC6.6""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient -> EnableMulticast"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows NT\\DNSClient -> EnableMulticast -> 0"",""type"":""registry""}]"
,all,This policy setting determines whether Windows is allowed to download fonts and font catalog data from an online font provider. The recommended state for this setting is: Disabled.,26194,failed,cis_win11_enterprise,"In an enterprise managed environment the IT department should be managing the changes to the system configuration, to ensure all changes are tested and approved.",,"To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Network\Fonts\Enable Font Providers Note: This Group Policy path is provided by the Group Policy template GroupPolicy.admx/adml that is included with the Microsoft Windows 10 Release 1607 & Server 2016 Administrative Templates (or newer).",,Ensure 'Enable Font Providers' is set to 'Disabled'.,"[{""key"":""cis"",""value"":""18.6.5.1""},{""key"":""cis_csc_v7"",""value"":""18.4""},{""key"":""cis_csc_v8"",""value"":""16.5""},{""key"":""pci_dss_v3.2.1"",""value"":""6.2""},{""key"":""pci_dss_v4.0"",""value"":""12.3.4,6.3.3""}]","[{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System -> EnableFontProviders"",""type"":""registry""},{""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Policies\\Microsoft\\Windows\\System -> EnableFontProviders -> 0"",""type"":""registry""}]"
